experiment	dataset	method	method_label	seed	access	run_name	command
classification_tasks	kgh	xsa_all_ref	XSA	44	restricted	classification_kgh_xsa_all_ref_s44	python -u slide_level_srp/train.py --run_name classification_kgh_xsa_all_ref_s44 --dataset kgh --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	xsa_all_ref	XSA	45	restricted	classification_kgh_xsa_all_ref_s45	python -u slide_level_srp/train.py --run_name classification_kgh_xsa_all_ref_s45 --dataset kgh --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	kgh	xsa_all_ref	XSA	46	restricted	classification_kgh_xsa_all_ref_s46	python -u slide_level_srp/train.py --run_name classification_kgh_xsa_all_ref_s46 --dataset kgh --variant xsa_all_ref --in_dim 1536 --num_classes 4 --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_SLIDE:-15} --grad_accum ${GRAD_ACCUM:-16} --kgh_true_4class --feature_root ${KGH_FEATURE_ROOT:?set KGH_FEATURE_ROOT} --feature_key ${KGH_FEATURE_KEY:-features/uni_v2}
classification_tasks	panda	baseline	NA	42	public	classification_panda_transmil_baseline_s42	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_baseline_s42 --arch transmil --mode baseline --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	baseline	NA	43	public	classification_panda_transmil_baseline_s43	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_baseline_s43 --arch transmil --mode baseline --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	baseline	NA	44	public	classification_panda_transmil_baseline_s44	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_baseline_s44 --arch transmil --mode baseline --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	baseline	NA	45	public	classification_panda_transmil_baseline_s45	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_baseline_s45 --arch transmil --mode baseline --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	baseline	NA	46	public	classification_panda_transmil_baseline_s46	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_baseline_s46 --arch transmil --mode baseline --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	diff_transformer	Diff	42	public	classification_panda_transmil_diff_transformer_s42	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_diff_transformer_s42 --arch transmil --mode diff_transformer --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	diff_transformer	Diff	43	public	classification_panda_transmil_diff_transformer_s43	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_diff_transformer_s43 --arch transmil --mode diff_transformer --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	diff_transformer	Diff	44	public	classification_panda_transmil_diff_transformer_s44	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_diff_transformer_s44 --arch transmil --mode diff_transformer --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	diff_transformer	Diff	45	public	classification_panda_transmil_diff_transformer_s45	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_diff_transformer_s45 --arch transmil --mode diff_transformer --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	diff_transformer	Diff	46	public	classification_panda_transmil_diff_transformer_s46	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_diff_transformer_s46 --arch transmil --mode diff_transformer --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	gated_post_attention	Gated SRP	42	public	classification_panda_transmil_gated_post_attention_s42	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_gated_post_attention_s42 --arch transmil --mode srp_signed_gated --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --srp_r_target knn8 --delta_scale 0.5 --gate_hidden_dim 16 --gate_output_init zero --gate_activation tanh --gate_factorization full --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT} --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	panda	gated_post_attention	Gated SRP	43	public	classification_panda_transmil_gated_post_attention_s43	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_gated_post_attention_s43 --arch transmil --mode srp_signed_gated --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --srp_r_target knn8 --delta_scale 0.5 --gate_hidden_dim 16 --gate_output_init zero --gate_activation tanh --gate_factorization full --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT} --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	panda	gated_post_attention	Gated SRP	44	public	classification_panda_transmil_gated_post_attention_s44	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_gated_post_attention_s44 --arch transmil --mode srp_signed_gated --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --srp_r_target knn8 --delta_scale 0.5 --gate_hidden_dim 16 --gate_output_init zero --gate_activation tanh --gate_factorization full --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT} --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	panda	gated_post_attention	Gated SRP	45	public	classification_panda_transmil_gated_post_attention_s45	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_gated_post_attention_s45 --arch transmil --mode srp_signed_gated --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --srp_r_target knn8 --delta_scale 0.5 --gate_hidden_dim 16 --gate_output_init zero --gate_activation tanh --gate_factorization full --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT} --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	panda	gated_post_attention	Gated SRP	46	public	classification_panda_transmil_gated_post_attention_s46	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_gated_post_attention_s46 --arch transmil --mode srp_signed_gated --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --srp_r_target knn8 --delta_scale 0.5 --gate_hidden_dim 16 --gate_output_init zero --gate_activation tanh --gate_factorization full --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT} --srp_context_impl stacked --srp_correction_chunk_size 0
classification_tasks	panda	xsa_all_ref	XSA	42	public	classification_panda_transmil_xsa_all_ref_s42	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_xsa_all_ref_s42 --arch transmil --mode xsa_all_hard --split_mode global_seed_holdout --global_seed 42 --seed 42 --neighbor_shuffle_seed 42 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	xsa_all_ref	XSA	43	public	classification_panda_transmil_xsa_all_ref_s43	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_xsa_all_ref_s43 --arch transmil --mode xsa_all_hard --split_mode global_seed_holdout --global_seed 43 --seed 43 --neighbor_shuffle_seed 43 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	xsa_all_ref	XSA	44	public	classification_panda_transmil_xsa_all_ref_s44	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_xsa_all_ref_s44 --arch transmil --mode xsa_all_hard --split_mode global_seed_holdout --global_seed 44 --seed 44 --neighbor_shuffle_seed 44 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	xsa_all_ref	XSA	45	public	classification_panda_transmil_xsa_all_ref_s45	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_xsa_all_ref_s45 --arch transmil --mode xsa_all_hard --split_mode global_seed_holdout --global_seed 45 --seed 45 --neighbor_shuffle_seed 45 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
classification_tasks	panda	xsa_all_ref	XSA	46	public	classification_panda_transmil_xsa_all_ref_s46	python -u -m slide_level_srp.train_panda --run_name classification_panda_transmil_xsa_all_ref_s46 --arch transmil --mode xsa_all_hard --split_mode global_seed_holdout --global_seed 46 --seed 46 --neighbor_shuffle_seed 46 --out_dir ${GATEDSRP_CLASSIFICATION_OUT:-runs/classification} --wandb_mode ${WANDB_MODE:-disabled} --epochs ${EPOCHS_PANDA_TRANSMIL:-20} --grad_accum ${GRAD_ACCUM_PANDA_TRANSMIL:-16} --feature_root ${PANDA_FEATURE_ROOT:?set PANDA_FEATURE_ROOT}
